nama;cash;cash_type;cash_score;property_plant_equipment;sumber_asset_lainnya;asset_lainnya;asset_lainnya_type;asset_lainnya_score;sumber_asset_keluarga;asset_keluarga;asset_keluarga_type;asset_keluarga_score;total_asset;total_asset_type;total_asset_score;total_hutang;modal;debt_to_asset_ratio;debt_to_asset_ratio_cat;debt_to_asset_ratio_score;equity_to_asset_ratio;equity_to_asset_ratio_cat;equity_to_asset_ratio_score;debt_to_equity_ratio;debt_to_equity_ratio_cat;debt_to_equity_ratio_score;cash_financial_inflow;cash_financial_outflow;cash_flow_financial;cash_flow_financial_type;cash_flow_financial_score;target
Benjamin King;56955000;>=25.000.000;1000;80305000;inventory;843433000;>=200000000;1000;Dana pensiun;8940869000;>=2000000000;1000;9921562000;>=7000000000;1000;149649000;9771913000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;59219000;64323000;-5104000;arus kas negatif;0;867,5
Kenneth Cox;7409000;>= 5.000.000 dan <15.000.000;500;88497000;asset keluarga ;974043000;>=200000000;1000;Aset finansial lainnya;2716418000;>=2000000000;1000;3786367000;>= 1000000000 dan <5000000000;500;886746000;2899621000;0,23;excellent;770;0,77;excellent;770;0,31;good;690;29066000;27225000;1841000;arus kas positif;1000;778,75
Cindy Andrade;44210000;>=25.000.000;1000;10626000;inventory;507401000;>=200000000;1000;Dana pensiun;7473147000;>=2000000000;1000;8035384000;>=7000000000;1000;811063000;7224321000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;80659000;11138000;69521000;arus kas positif;1000;961,25
Abigail Robbins;21447000;>=15.000.000 dan < 25.000.000;750;56478000;inventory;320837000;>=200000000;1000;Tabungan dan deposito;4630049000;>=2000000000;1000;5028811000;>=5000000000 dan < 7000000000;1000;151688000;4877123000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;84514000;34429000;50085000;arus kas positif;1000;957,5
Jon Weaver;24004000;>=15.000.000 dan < 25.000.000;750;63979000;property, plant and equipment;919079000;>=200000000;1000;Tabungan dan deposito;5701145000;>=2000000000;1000;6708207000;>=5000000000 dan < 7000000000;1000;803756000;5904451000;0,12;excellent;880;0,88;excellent;880;0,14;excellent;860;45727000;36304000;9423000;arus kas positif;1000;921,25
Christopher Gutierrez;93720000;>=25.000.000;1000;41634000;inventory;823813000;>=200000000;1000;Tabungan dan deposito;5496306000;>=2000000000;1000;6455473000;>=5000000000 dan < 7000000000;1000;566559000;5888914000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;21777000;31415000;-9638000;arus kas negatif;0;840
Michael Floyd;85140000;>=25.000.000;1000;19288000;asset keluarga ;798177000;>=200000000;1000;Dana pensiun;3719092000;>=2000000000;1000;4621697000;>= 1000000000 dan <5000000000;500;847031000;3774666000;0,18;excellent;820;0,82;excellent;820;0,22;excellent;780;35018000;55056000;-20038000;arus kas negatif;0;740
Pamela Hicks;23569000;>=15.000.000 dan < 25.000.000;750;94000000;property, plant and equipment;113362000;>=100000000 dan < 200000000;750;Aset finansial lainnya;9887460000;>=2000000000;1000;10118391000;>=7000000000;1000;163623000;9954768000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;15853000;49355000;-33502000;arus kas negatif;0;805
Eric Curtis;45089000;>=25.000.000;1000;82420000;asset keluarga ;670242000;>=200000000;1000;Aset finansial lainnya;2063489000;>=2000000000;1000;2861240000;>= 1000000000 dan <5000000000;500;387214000;2474026000;0,14;excellent;860;0,86;excellent;860;0,16;excellent;840;57471000;57557000;-86000;arus kas negatif;0;757,5
Carl Medina;77060000;>=25.000.000;1000;80154000;property, plant and equipment;646387000;>=200000000;1000;Aset finansial lainnya;6459779000;>=2000000000;1000;7263380000;>=7000000000;1000;241963000;7021417000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;30602000;24276000;6326000;arus kas positif;1000;988,75
Tyler Park;82173000;>=25.000.000;1000;88549000;property, plant and equipment;990617000;>=200000000;1000;Tabungan dan deposito;4327551000;>=2000000000;1000;5488890000;>=5000000000 dan < 7000000000;1000;872626000;4616264000;0,16;excellent;840;0,84;excellent;840;0,19;excellent;810;59625000;65344000;-5719000;arus kas negatif;0;811,25
Michael Lopez;25723000;>=25.000.000;1000;83224000;inventory;763234000;>=200000000;1000;Tabungan dan deposito;7177978000;>=2000000000;1000;8050159000;>=7000000000;1000;683540000;7366619000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;44055000;87835000;-43780000;arus kas negatif;0;843,75
Charles Murray;10703000;>= 5.000.000 dan <15.000.000;500;50977000;inventory;170295000;>=100000000 dan < 200000000;750;Tabungan dan deposito;63213000;<500000000;250;295188000;<1000000000;250;589977000;-294789000;2;bad;-1000;-1;bad;-1000;-2;bad;3000;91837000;42041000;49796000;arus kas positif;1000;468,75
Melanie Khan;87580000;>=25.000.000;1000;66946000;property, plant and equipment;620478000;>=200000000;1000;Dana pensiun;4898612000;>=2000000000;1000;5673616000;>=5000000000 dan < 7000000000;250;890936000;4782680000;0,16;excellent;840;0,84;excellent;840;0,19;excellent;810;11647000;28982000;-17335000;arus kas negatif;0;717,5
Mark Leon;21354000;>=15.000.000 dan < 25.000.000;750;73885000;inventory;905869000;>=200000000;1000;Dana pensiun;9070177000;>=2000000000;1000;10071285000;>=7000000000;1000;354013000;9717272000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;38019000;18286000;19733000;arus kas positif;1000;953,75
Maria Harvey;15434000;>=15.000.000 dan < 25.000.000;750;63542000;property, plant and equipment;653309000;>=200000000;1000;Dana pensiun;8356936000;>=2000000000;1000;9089221000;>=7000000000;1000;377867000;8711354000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;73516000;48507000;25009000;arus kas positif;1000;953,75
Christopher Garcia;82622000;>=25.000.000;1000;14646000;property, plant and equipment;252719000;>=200000000;1000;Tabungan dan deposito;3750153000;>=2000000000;1000;4100140000;>= 1000000000 dan <5000000000;500;219947000;3880193000;0,05;excellent;950;0,95;excellent;950;0,06;excellent;940;39248000;79515000;-40267000;arus kas negatif;0;792,5
Jill Torres;78697000;>=25.000.000;1000;63340000;property, plant and equipment;891334000;>=200000000;1000;Tabungan dan deposito;7823493000;>=2000000000;1000;8856864000;>=7000000000;1000;314297000;8542567000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;42385000;51372000;-8987000;arus kas negatif;0;860
Justin Jones;71852000;>=25.000.000;1000;47325000;asset keluarga ;383937000;>=200000000;1000;Investasi;2660582000;>=2000000000;1000;3163696000;>= 1000000000 dan <5000000000;500;509979000;2653717000;0,16;excellent;840;0,84;excellent;840;0,19;excellent;810;36148000;57207000;-21059000;arus kas negatif;0;748,75
Jason Hoover;22098000;>=15.000.000 dan < 25.000.000;750;46316000;inventory;494886000;>=200000000;1000;Tabungan dan deposito;4311160000;>=2000000000;1000;4874460000;>= 1000000000 dan <5000000000;500;698671000;4175789000;0,14;excellent;860;0,86;excellent;860;0,17;excellent;830;41859000;66066000;-24207000;arus kas negatif;0;725
Andrew Mcpherson;55559000;>=25.000.000;1000;35914000;property, plant and equipment;652298000;>=200000000;1000;Investasi;8624393000;>=2000000000;1000;9368164000;>=7000000000;1000;913469000;8454695000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;46244000;90108000;-43864000;arus kas negatif;0;836,25
Taylor Fowler;67951000;>=25.000.000;1000;22795000;property, plant and equipment;587628000;>=200000000;1000;Tabungan dan deposito;7559566000;>=2000000000;1000;8237940000;>=7000000000;1000;693901000;7544039000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;93989000;89103000;4886000;arus kas positif;1000;968,75
Megan Lopez;62456000;>=25.000.000;1000;44003000;asset keluarga ;497776000;>=200000000;1000;Tabungan dan deposito;9810071000;>=2000000000;1000;10414306000;>=7000000000;1000;243241000;10171065000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;39735000;28115000;11620000;arus kas positif;1000;992,5
Valerie Ponce;8131000;>= 5.000.000 dan <15.000.000;500;39326000;inventory;593018000;>=200000000;1000;Aset finansial lainnya;7856554000;>=2000000000;1000;8497029000;>=7000000000;1000;959048000;7537981000;0,11;excellent;890;0,89;excellent;890;0,13;excellent;870;23850000;79954000;-56104000;arus kas negatif;0;768,75
Erin Fritz;56140000;>=25.000.000;1000;80350000;property, plant and equipment;125667000;>=100000000 dan < 200000000;750;Kendaraan;7652541000;>=2000000000;1000;7914698000;>=7000000000;1000;966055000;6948643000;0,12;excellent;880;0,88;excellent;880;0,14;excellent;860;41254000;15119000;26135000;arus kas positif;1000;921,25
Allison Patel;82569000;>=25.000.000;1000;28821000;asset keluarga ;978061000;>=200000000;1000;Rumah dan properti;6045946000;>=2000000000;1000;7135397000;>=7000000000;1000;513704000;6621693000;0,07;excellent;930;0,93;excellent;930;0,08;excellent;920;70409000;63959000;6450000;arus kas positif;1000;972,5
Samantha Calderon;40742000;>=25.000.000;1000;89958000;inventory;716669000;>=200000000;1000;Tabungan dan deposito;9734338000;>=2000000000;1000;10581707000;>=7000000000;1000;849996000;9731711000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;61107000;28027000;33080000;arus kas positif;1000;968,75
Crystal Nolan;32957000;>=25.000.000;1000;95153000;inventory;165794000;>=100000000 dan < 200000000;750;Dana pensiun;7845739000;>=2000000000;1000;8139643000;>=7000000000;1000;755168000;7384475000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;22913000;95630000;-72717000;arus kas negatif;0;808,75
Lisa Johnson;16978000;>=15.000.000 dan < 25.000.000;750;10428000;inventory;894855000;>=200000000;1000;Tabungan dan deposito;1004992000;>=1000000000 dan < 2000000000;750;1927253000;>= 1000000000 dan <5000000000;500;861416000;1065837000;0,45;good;550;0,55;good;550;0,81;good;190;42695000;62808000;-20113000;arus kas negatif;0;536,25
Stephanie Sanchez;35236000;>=25.000.000;1000;39116000;inventory;983981000;>=200000000;1000;Dana pensiun;3808926000;>=2000000000;1000;4867259000;>= 1000000000 dan <5000000000;500;182132000;4685127000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;51181000;31439000;19742000;arus kas positif;1000;922,5
Pamela Barron;73141000;>=25.000.000;1000;93530000;property, plant and equipment;678170000;>=200000000;1000;Investasi;3195991000;>=2000000000;1000;4040832000;>= 1000000000 dan <5000000000;500;450009000;3590823000;0,11;excellent;890;0,89;excellent;890;0,13;excellent;870;34543000;37975000;-3432000;arus kas negatif;0;768,75
Steven Carpenter;51690000;>=25.000.000;1000;50984000;inventory;526398000;>=200000000;1000;Dana pensiun;2505289000;>=2000000000;1000;3134361000;>= 1000000000 dan <5000000000;500;802798000;2331563000;0,26;excellent;740;0,74;excellent;740;0,34;good;660;28394000;33584000;-5190000;arus kas negatif;0;705
Charlotte Novak;80137000;>=25.000.000;1000;50972000;asset keluarga ;356830000;>=200000000;1000;Dana pensiun;4957894000;>=2000000000;1000;5445833000;>=5000000000 dan < 7000000000;500;146029000;5299804000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;18144000;61114000;-42970000;arus kas negatif;0;801,25
Maria Cooper;68674000;>=25.000.000;1000;21188000;asset keluarga ;149888000;>=100000000 dan < 200000000;750;Investasi;4976994000;>=2000000000;1000;5216744000;>=5000000000 dan < 7000000000;500;669922000;4546822000;0,13;excellent;870;0,87;excellent;870;0,15;excellent;850;50456000;69789000;-19333000;arus kas negatif;0;730
Jason Hudson;93077000;>=25.000.000;1000;94346000;inventory;344424000;>=200000000;1000;Rumah dan properti;5175513000;>=2000000000;1000;5707360000;>=5000000000 dan < 7000000000;500;837562000;4869798000;0,15;excellent;850;0,85;excellent;850;0,17;excellent;830;64871000;62737000;2134000;arus kas positif;1000;878,75
Emily Hunter;98368000;>=25.000.000;1000;97005000;property, plant and equipment;617695000;>=200000000;1000;Investasi;2304801000;>=2000000000;1000;3117869000;>= 1000000000 dan <5000000000;500;981784000;2136085000;0,31;good;690;0,69;good;690;0,46;good;540;10811000;33929000;-23118000;arus kas negatif;0;677,5
Jamie Lewis;87165000;>=25.000.000;1000;53933000;inventory;369329000;>=200000000;1000;Investasi;3761069000;>=2000000000;1000;4271496000;>= 1000000000 dan <5000000000;500;729438000;3542058000;0,17;excellent;830;0,83;excellent;830;0,21;excellent;790;92083000;78970000;13113000;arus kas positif;1000;868,75
Dr. Andrew Harrington;9676000;>= 5.000.000 dan <15.000.000;500;85152000;asset keluarga ;264072000;>=200000000;1000;Dana pensiun;658569000;>= 500000000 dan <1000000000;500;1017469000;>= 1000000000 dan <5000000000;500;700948000;316521000;0,69;bad;310;0,31;bad;310;2,21;bad;-1210;15907000;93745000;-77838000;arus kas negatif;0;238,75
Kevin Johnson;31495000;>=25.000.000;1000;61022000;asset keluarga ;301176000;>=200000000;1000;Dana pensiun;5335084000;>=2000000000;1000;5728777000;>=5000000000 dan < 7000000000;500;533870000;5194907000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;89493000;33425000;56068000;arus kas positif;1000;902,5
Adam Miller;70529000;>=25.000.000;1000;42106000;inventory;893368000;>=200000000;1000;Tabungan dan deposito;2996442000;>=2000000000;1000;4002445000;>= 1000000000 dan <5000000000;500;117062000;3885383000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;32009000;50556000;-18547000;arus kas negatif;0;801,25
Ronald Butler Jr.;12190000;>= 5.000.000 dan <15.000.000;500;59547000;property, plant and equipment;810638000;>=200000000;1000;Aset finansial lainnya;7114162000;>=2000000000;1000;7996537000;>=7000000000;1000;944290000;7052247000;0,12;excellent;880;0,88;excellent;880;0,13;excellent;870;12348000;30375000;-18027000;arus kas negatif;0;766,25
Tim Austin;57115000;>=25.000.000;1000;50610000;inventory;193271000;>=100000000 dan < 200000000;750;Kendaraan;3095891000;>=2000000000;1000;3396887000;>= 1000000000 dan <5000000000;500;714716000;2682171000;0,21;excellent;790;0,79;excellent;790;0,27;excellent;730;47667000;26222000;21445000;arus kas positif;1000;820
David Perez;21484000;>=15.000.000 dan < 25.000.000;750;33497000;asset keluarga ;568514000;>=200000000;1000;Aset finansial lainnya;6330404000;>=2000000000;1000;6953899000;>=5000000000 dan < 7000000000;500;790633000;6163266000;0,11;excellent;890;0,89;excellent;890;0,13;excellent;870;45982000;24954000;21028000;arus kas positif;1000;862,5
Jacob Noble;84813000;>=25.000.000;1000;37700000;asset keluarga ;947533000;>=200000000;1000;Aset finansial lainnya;3138418000;>=2000000000;1000;4208464000;>= 1000000000 dan <5000000000;500;362422000;3846042000;0,09;excellent;910;0,91;excellent;910;0,09;excellent;910;30900000;70969000;-40069000;arus kas negatif;0;778,75
Stephanie Norton;5906000;>= 5.000.000 dan <15.000.000;500;44048000;property, plant and equipment;669542000;>=200000000;1000;Investasi;9927649000;>=2000000000;1000;10647145000;>=7000000000;1000;353712000;10293433000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;41272000;55049000;-13777000;arus kas negatif;0;801,25
Austin Kelly;28961000;>=25.000.000;1000;13534000;asset keluarga ;86397000;>= 50000000 dan <100000000;500;Tabungan dan deposito;2040207000;>=2000000000;1000;2169099000;>= 1000000000 dan <5000000000;500;252172000;1916927000;0,12;excellent;880;0,88;excellent;880;0,13;excellent;870;46836000;70731000;-23895000;arus kas negatif;0;703,75
Jasmine Jones;60101000;>=25.000.000;1000;13723000;property, plant and equipment;699800000;>=200000000;1000;Rumah dan properti;4928261000;>=2000000000;1000;5701885000;>=5000000000 dan < 7000000000;500;319426000;5382459000;0,06;excellent;940;0,94;excellent;940;0,06;excellent;940;74554000;37619000;36935000;arus kas positif;1000;915
Brian Shaffer;84808000;>=25.000.000;1000;45777000;inventory;605894000;>=200000000;1000;Kendaraan;1908880000;>=1000000000 dan < 2000000000;750;2645359000;>= 1000000000 dan <5000000000;500;578033000;2067326000;0,22;excellent;780;0,78;excellent;780;0,28;excellent;720;25998000;63639000;-37641000;arus kas negatif;0;691,25
Gary Brown;15001000;>=15.000.000 dan < 25.000.000;750;52306000;inventory;201448000;>=200000000;1000;Rumah dan properti;5258195000;>=2000000000;1000;5526950000;>=5000000000 dan < 7000000000;500;282760000;5244190000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;48179000;73165000;-24986000;arus kas negatif;0;762,5
Andrew Peterson;78146000;>=25.000.000;1000;81278000;asset keluarga ;627481000;>=200000000;1000;Aset finansial lainnya;764287000;>= 500000000 dan <1000000000;500;1551192000;>= 1000000000 dan <5000000000;500;887714000;663478000;0,57;good;430;0,43;good;430;1,34;bad;-340;39443000;21466000;17977000;arus kas positif;1000;565
Bradley Carr;70460000;>=25.000.000;1000;15222000;inventory;175081000;>=100000000 dan < 200000000;750;Rumah dan properti;174646000;<500000000;250;435409000;<1000000000;250;359987000;75422000;0,83;bad;170;0,17;bad;170;4,77;bad;-3770;79881000;74529000;5352000;arus kas positif;1000;-22,5
Abigail Ferguson;82464000;>=25.000.000;1000;17493000;asset keluarga ;870826000;>=200000000;1000;Rumah dan properti;7342130000;>=2000000000;1000;8312913000;>=7000000000;1000;673705000;7639208000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;39588000;15620000;23968000;arus kas positif;1000;968,75
Ronnie Williams;41255000;>=25.000.000;1000;14066000;inventory;213334000;>=200000000;1000;Rumah dan properti;7053859000;>=2000000000;1000;7322514000;>=7000000000;1000;859461000;6463053000;0,12;excellent;880;0,88;excellent;880;0,13;excellent;870;95424000;86896000;8528000;arus kas positif;1000;953,75
Ashley Smith;2620000;<5.000.000;250;83153000;inventory;355850000;>=200000000;1000;Tabungan dan deposito;6676411000;>=2000000000;1000;7118034000;>=7000000000;1000;301109000;6816925000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;47859000;44373000;3486000;arus kas positif;1000;891,25
Deborah Thornton;14684000;>= 5.000.000 dan <15.000.000;500;96403000;property, plant and equipment;431137000;>=200000000;1000;Investasi;171498000;<500000000;250;713722000;<1000000000;250;540139000;173583000;0,76;bad;240;0,24;bad;240;3,11;bad;-2110;20827000;29002000;-8175000;arus kas negatif;0;46,25
Nicole Johnson;98941000;>=25.000.000;1000;31246000;inventory;669846000;>=200000000;1000;Aset finansial lainnya;4582474000;>=2000000000;1000;5382507000;>=5000000000 dan < 7000000000;250;126806000;5255701000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;52059000;63712000;-11653000;arus kas negatif;0;773,75
Lindsay Maddox;7743000;>= 5.000.000 dan <15.000.000;500;22011000;property, plant and equipment;358351000;>=200000000;1000;Dana pensiun;9956146000;>=2000000000;1000;10344251000;>=7000000000;1000;378002000;9966249000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;66562000;60191000;6371000;arus kas positif;1000;922,5
Anthony Martin;24385000;>=15.000.000 dan < 25.000.000;750;10474000;asset keluarga ;856872000;>=200000000;1000;Rumah dan properti;2141246000;>=2000000000;1000;3032977000;>= 1000000000 dan <5000000000;500;740159000;2292818000;0,24;excellent;760;0,76;excellent;760;0,32;good;680;23454000;91751000;-68297000;arus kas negatif;0;681,25
Sarah Neal;61258000;>=25.000.000;1000;14199000;inventory;651621000;>=200000000;1000;Kendaraan;7243596000;>=2000000000;1000;7970674000;>=7000000000;1000;611819000;7358855000;0,08;excellent;920;0,92;excellent;920;0,08;excellent;920;10023000;27217000;-17194000;arus kas negatif;0;845
Cynthia Matthews;20906000;>=15.000.000 dan < 25.000.000;750;53858000;asset keluarga ;951703000;>=200000000;1000;Investasi;4526437000;>=2000000000;1000;5552904000;>=5000000000 dan < 7000000000;1000;925317000;4627587000;0,17;excellent;830;0,83;excellent;830;0,2;excellent;800;30979000;57062000;-26083000;arus kas negatif;0;776,25
James Benjamin;94302000;>=25.000.000;1000;50651000;inventory;796710000;>=200000000;1000;Dana pensiun;8569630000;>=2000000000;1000;9511293000;>=7000000000;1000;936735000;8574558000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;96305000;20769000;75536000;arus kas positif;1000;961,25
April Brennan;44715000;>=25.000.000;1000;15550000;property, plant and equipment;648472000;>=200000000;1000;Rumah dan properti;3783345000;>=2000000000;1000;4492082000;>= 1000000000 dan <5000000000;500;137034000;4355048000;0,03;excellent;970;0,97;excellent;970;0,03;excellent;970;62576000;47115000;15461000;arus kas positif;1000;926,25
David Lopez;63222000;>=25.000.000;1000;67437000;inventory;785638000;>=200000000;1000;Aset finansial lainnya;7102714000;>=2000000000;1000;8019011000;>=7000000000;1000;332637000;7686374000;0,04;excellent;960;0,96;excellent;960;0,04;excellent;960;36294000;62408000;-26114000;arus kas negatif;0;860
Daniel Johnson;24658000;>=15.000.000 dan < 25.000.000;750;27614000;asset keluarga ;601087000;>=200000000;1000;Rumah dan properti;9462046000;>=2000000000;1000;10115405000;>=7000000000;1000;841735000;9273670000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;43081000;61352000;-18271000;arus kas negatif;0;812,5
Mathew Martinez;29527000;>=25.000.000;1000;59916000;asset keluarga ;224054000;>=200000000;1000;Tabungan dan deposito;8418721000;>=2000000000;1000;8732218000;>=7000000000;1000;185004000;8547214000;0,02;excellent;980;0,98;excellent;980;0,02;excellent;980;10346000;69544000;-59198000;arus kas negatif;0;867,5
Jessica Dillon;95454000;>=25.000.000;1000;29398000;property, plant and equipment;86697000;>= 50000000 dan <100000000;500;Aset finansial lainnya;1934871000;>=1000000000 dan < 2000000000;750;2146420000;>= 1000000000 dan <5000000000;500;565111000;1581309000;0,26;excellent;740;0,74;excellent;740;0,36;good;640;86546000;57429000;29117000;arus kas positif;1000;733,75
Julie Anderson;94448000;>=25.000.000;1000;57174000;property, plant and equipment;658037000;>=200000000;1000;Investasi;4465740000;>=2000000000;1000;5275399000;>=5000000000 dan < 7000000000;500;260805000;5014594000;0,05;excellent;950;0,95;excellent;950;0,05;excellent;950;12596000;73153000;-60557000;arus kas negatif;0;793,75
Mary Estrada;54320000;>=25.000.000;1000;99832000;inventory;267171000;>=200000000;1000;Aset finansial lainnya;2404809000;>=2000000000;1000;2826132000;>= 1000000000 dan <5000000000;500;590738000;2235394000;0,21;excellent;790;0,79;excellent;790;0,26;excellent;740;22466000;83707000;-61241000;arus kas negatif;0;727,5
Edward Williams;2926000;<5.000.000;250;67636000;asset keluarga ;966658000;>=200000000;1000;Investasi;8533571000;>=2000000000;1000;9570791000;>=7000000000;1000;943474000;8627317000;0,1;excellent;900;0,9;excellent;900;0,11;excellent;890;35643000;42151000;-6508000;arus kas negatif;0;742,5
Jake Pittman;60414000;>=25.000.000;1000;96116000;asset keluarga ;811390000;>=200000000;1000;Tabungan dan deposito;6813429000;>=2000000000;1000;7781349000;>=7000000000;1000;642018000;7139331000;0,08;excellent;920;0,92;excellent;920;0,09;excellent;910;89877000;69223000;20654000;arus kas positif;1000;968,75
Tyler Gilbert;85263000;>=25.000.000;1000;69247000;property, plant and equipment;890859000;>=200000000;1000;Dana pensiun;8012582000;>=2000000000;1000;9057951000;>=7000000000;1000;828710000;8229241000;0,09;excellent;910;0,91;excellent;910;0,1;excellent;900;41261000;57335000;-16074000;arus kas negatif;0;840
Katherine Hicks;84944000;>=25.000.000;1000;36594000;property, plant and equipment;394218000;>=200000000;1000;Dana pensiun;8266681000;>=2000000000;1000;8782437000;>=7000000000;1000;940838000;7841599000;0,11;excellent;890;0,89;excellent;890;0,12;excellent;880;80471000;87526000;-7055000;arus kas negatif;0;832,5
Anthony Lee;13291000;>= 5.000.000 dan <15.000.000;500;84098000;inventory;126215000;>=100000000 dan < 200000000;750;Kendaraan;1935880000;>=1000000000 dan < 2000000000;750;2159484000;>= 1000000000 dan <5000000000;500;991730000;1167754000;0,46;good;540;0,54;good;540;0,85;good;150;83592000;22324000;61268000;arus kas positif;1000;591,25
Susan Harris;43382000;>=25.000.000;1000;41679000;inventory;17523000;<50000000;250;Kendaraan;356265000;<500000000;250;458849000;<1000000000;250;626657000;-167808000;1,37;bad;-370;-0,37;bad;-370;-3,73;bad;4730;92567000;36170000;56397000;arus kas positif;1000;842,5
